carat,cut,color,clarity,depth,table,price,x,y,z,price_inr,volume,price_per_carat,dimension_ratio,carat_category,cluster
1.04,Ideal,H,VS1,62.2,56.6,6255,6.43,6.49,4.02,531675.0,167.75741399999998,6014.423076923077,1.6069651741293534,Medium,1
1.05,Ideal,H,SI1,61.3,57.0,6255,6.51,6.54,4.0,531675.0,170.3016,5957.142857142857,1.63125,Medium,1
1.53,Ideal,I,SI2,61.8,56.0,6255,7.4,7.35,4.56,531675.0,248.01839999999999,4088.235294117647,1.617324561403509,Heavy,1
1.14,Premium,G,VS2,61.9,58.0,6256,6.72,6.68,4.15,531760.0,186.29183999999998,5487.7192982456145,1.6144578313253009,Medium,1
1.14,Premium,D,SI1,58.9,59.0,6256,6.84,6.78,4.01,531760.0,185.964552,5487.7192982456145,1.6982543640897758,Medium,1
1.33,Premium,E,SI2,61.0,60.0,6256,7.13,7.05,4.33,531760.0,217.653945,4703.7593984962405,1.6374133949191685,Medium,1
1.24,Premium,I,VS2,60.2,58.0,6257,6.98,6.93,4.19,531845.0,202.67616600000002,5045.967741935484,1.6599045346062051,Medium,1
1.01,Very Good,F,VS2,58.8,63.0,6257,6.51,6.56,3.84,531845.0,163.98950399999998,6195.049504950495,1.7018229166666667,Medium,1
1.01,Very Good,F,VS2,59.2,59.0,6257,6.49,6.61,3.88,531845.0,166.447732,6195.049504950495,1.6881443298969074,Medium,1
1.01,Very Good,G,VVS2,61.9,58.0,6257,6.38,6.48,3.98,531845.0,164.542752,6195.049504950495,1.6155778894472361,Medium,1
1.01,Ideal,D,SI1,62.2,54.0,6257,6.42,6.45,4.0,531845.0,165.636,6195.049504950495,1.6087500000000001,Medium,1
1.09,Ideal,D,SI1,62.8,54.0,6259,6.6,6.62,4.15,532015.0,181.32180000000002,5742.201834862385,1.592771084337349,Medium,1
1.04,Ideal,E,SI1,62.6,53.0,6260,6.49,6.52,4.07,532100.0,172.221236,6019.230769230769,1.5982800982800982,Medium,1
1.38,Ideal,J,SI1,61.8,56.0,6260,7.17,7.14,4.42,532100.0,226.27659599999998,4536.231884057971,1.6187782805429862,Medium,1
1.37,Premium,G,SI2,62.4,58.0,6260,7.1,7.0,4.4,532100.0,218.68,4569.343065693431,1.602272727272727,Medium,1
1.3,Premium,F,SI2,61.1,58.0,6261,7.02,6.98,4.28,532185.0,209.71828800000003,4816.153846153846,1.6355140186915886,Medium,1
1.21,Premium,E,SI1,60.0,60.0,6261,7.01,6.92,4.18,532185.0,202.768456,5174.380165289256,1.6662679425837321,Medium,1
1.21,Premium,E,SI1,63.0,57.0,6261,6.75,6.7,4.24,532185.0,191.75400000000002,5174.380165289256,1.5860849056603772,Medium,1
1.54,Good,E,I1,63.3,60.0,6261,7.26,7.3,4.61,532185.0,244.32078,4065.5844155844156,1.5791757049891537,Heavy,1
1.21,Ideal,F,VS2,62.6,55.0,6261,6.81,6.74,4.24,532185.0,194.613456,5174.380165289256,1.5978773584905661,Medium,1
1.0,Ideal,E,VS2,62.0,56.0,6261,6.42,6.36,3.96,532185.0,161.691552,6261.0,1.6136363636363638,Medium,1
1.07,Very Good,H,VS1,62.5,56.0,6262,6.52,6.55,4.08,532270.0,174.24048,5852.33644859813,1.6017156862745099,Medium,1
1.12,Very Good,F,SI1,62.9,57.0,6262,6.6,6.62,4.16,532270.0,181.75872,5591.071428571428,1.5889423076923075,Medium,1
1.0,Very Good,G,VS1,62.4,60.0,6263,6.37,6.39,3.98,532355.0,162.00311399999998,6263.0,1.6030150753768844,Medium,1
1.31,Very Good,H,SI2,61.7,59.0,6263,6.96,7.01,4.31,532355.0,210.28317599999997,4780.916030534351,1.6206496519721578,Medium,1
1.02,Ideal,H,SI1,61.8,57.0,6264,6.43,6.46,3.98,532440.0,165.32044399999998,6141.176470588235,1.6193467336683418,Medium,1
1.01,Very Good,E,VS2,61.7,60.0,6265,6.36,6.45,3.95,532525.0,162.03690000000003,6202.970297029703,1.6215189873417721,Medium,1
1.51,Good,I,SI1,63.8,59.0,6266,7.27,7.21,4.62,532610.0,242.165154,4149.6688741721855,1.567099567099567,Heavy,1
1.51,Premium,G,SI2,60.0,60.0,6266,7.45,7.4,4.48,532610.0,246.98240000000004,4149.6688741721855,1.6573660714285714,Heavy,1
1.0,Good,F,VS2,63.3,55.0,6267,6.29,6.34,4.0,532695.0,159.5144,6267.0,1.5787499999999999,Medium,1
1.01,Very Good,F,VS2,63.1,56.0,6267,6.41,6.37,4.03,532695.0,164.55175100000002,6204.950495049505,1.58560794044665,Medium,1
1.01,Very Good,E,SI1,60.8,59.0,6268,6.43,6.5,3.93,532780.0,164.25435000000002,6205.940594059406,1.6450381679389312,Medium,1
1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79,532780.0,165.337992,6268.0,1.7427440633245384,Medium,1
1.01,Very Good,D,SI1,61.4,59.0,6270,6.37,6.43,3.93,532950.0,160.969263,6207.920792079208,1.628498727735369,Medium,1
1.01,Very Good,D,SI1,63.6,59.0,6270,6.33,6.37,4.04,532950.0,162.901284,6207.920792079208,1.5717821782178216,Medium,1
1.01,Fair,G,VS2,59.1,56.0,6271,6.55,6.52,3.86,533035.0,164.84516,6208.910891089109,1.6930051813471503,Medium,1
1.01,Premium,F,VS2,62.4,56.0,6271,6.43,6.35,3.99,533035.0,162.913695,6208.910891089109,1.601503759398496,Medium,1
1.01,Premium,F,VS2,58.9,58.0,6271,6.59,6.51,3.86,533035.0,165.597474,6208.910891089109,1.6968911917098446,Medium,1
1.01,Premium,F,VS2,62.7,58.0,6271,6.37,6.3,3.97,533035.0,159.32007000000002,6208.910891089109,1.5957178841309823,Medium,1
1.01,Premium,F,VS2,62.3,58.0,6271,6.34,6.3,3.94,533035.0,157.37148,6208.910891089109,1.604060913705584,Medium,1
1.01,Good,F,VS2,60.8,61.0,6271,6.42,6.45,3.91,533035.0,161.90919,6208.910891089109,1.6457800511508953,Medium,1
1.01,Very Good,F,VS2,63.1,60.0,6271,6.39,6.29,4.0,533035.0,160.7724,6208.910891089109,1.585,Medium,1
1.01,Premium,F,VS2,61.3,61.0,6271,6.38,6.34,3.9,533035.0,157.75188,6208.910891089109,1.6307692307692307,Medium,1
1.01,Fair,F,VS2,61.1,60.0,6271,6.49,6.4,3.94,533035.0,163.65184,6208.910891089109,1.635786802030457,Medium,1
1.01,Premium,D,VS2,61.6,59.0,6271,6.38,6.32,3.91,533035.0,157.65745600000002,6208.910891089109,1.6240409207161124,Medium,1
1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01,533035.0,165.01952,6208.910891089109,1.5997506234413965,Medium,1
1.01,Ideal,G,VS2,61.6,57.0,6271,6.44,6.41,3.96,533035.0,163.470384,6208.910891089109,1.6224747474747476,Medium,1
1.01,Premium,F,VS2,60.4,59.0,6271,6.52,6.46,3.92,533035.0,165.107264,6208.910891089109,1.6556122448979593,Medium,1
1.0,Premium,E,VS2,62.8,62.0,6272,6.29,6.26,3.94,533120.0,155.139076,6272.0,1.5926395939086295,Medium,1
1.18,Ideal,I,VS1,62.2,55.0,6272,6.8,6.77,4.22,533120.0,194.27191999999997,5315.254237288136,1.6078199052132702,Medium,1
1.0,Premium,G,VS2,61.6,58.0,6272,6.44,6.42,3.96,533120.0,163.725408,6272.0,1.6237373737373737,Medium,1
1.6,Fair,F,SI2,65.0,56.0,6272,7.35,7.26,4.8,533120.0,256.1328,3920.0,1.521875,Heavy,1
1.0,Good,E,VS2,57.4,62.0,6272,6.56,6.53,3.76,533120.0,161.06636799999998,6272.0,1.7406914893617023,Medium,1
1.0,Ideal,G,VS2,62.3,54.0,6272,6.42,6.38,3.99,533120.0,163.428804,6272.0,1.6040100250626566,Medium,1
1.0,Premium,G,VS2,60.1,57.0,6272,6.42,6.35,3.84,533120.0,156.54528,6272.0,1.6627604166666667,Medium,1
1.0,Good,E,VS2,63.8,58.0,6272,6.31,6.19,3.99,533120.0,155.845011,6272.0,1.5664160401002505,Medium,1
1.0,Premium,E,VS2,59.9,59.0,6272,6.45,6.38,3.84,533120.0,158.01984000000002,6272.0,1.6705729166666667,Medium,1
1.07,Very Good,G,VS2,62.3,57.0,6274,6.56,6.47,4.06,533290.0,172.31939199999997,5863.551401869158,1.604679802955665,Medium,1
1.07,Premium,F,VS2,62.4,57.0,6274,6.55,6.5,4.07,533290.0,173.28025,5863.551401869158,1.6031941031941033,Medium,1
1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2,533375.0,193.63554,5273.1092436974795,1.6166666666666665,Medium,1
1.0,Good,E,SI1,61.1,58.0,6275,6.43,6.41,3.92,533375.0,161.567896,6275.0,1.6377551020408163,Medium,1
1.26,Ideal,F,SI2,62.7,58.0,6277,6.91,6.87,4.32,533545.0,205.077744,4981.746031746032,1.5949074074074074,Medium,1
1.54,Premium,I,SI2,61.5,61.0,6278,7.41,7.31,4.53,533630.0,245.37696300000002,4076.6233766233763,1.6247240618101544,Heavy,1
1.22,Very Good,G,SI1,63.4,57.0,6278,6.74,6.77,4.28,533630.0,195.295544,5145.901639344263,1.578271028037383,Medium,1
1.04,Premium,F,VS2,59.6,62.0,6278,6.62,6.56,3.93,533630.0,170.668896,6036.538461538461,1.6768447837150127,Medium,1
1.04,Premium,H,VVS2,59.1,60.0,6278,6.66,6.6,3.92,533630.0,172.30751999999998,6036.538461538461,1.691326530612245,Medium,1
1.36,Very Good,H,SI2,61.5,58.0,6279,7.09,7.16,4.38,533715.0,222.348072,4616.911764705882,1.6267123287671232,Medium,1
1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04,533715.0,170.95179199999998,5980.0,1.6101485148514851,Medium,1
1.21,Ideal,I,VS1,60.3,60.0,6279,6.89,6.93,4.17,533715.0,199.10790899999998,5189.256198347108,1.657074340527578,Medium,1
1.0,Good,E,VS2,60.7,62.0,6279,6.33,6.46,3.88,533715.0,158.66018400000002,6279.0,1.6481958762886597,Medium,1
1.29,Premium,I,VS2,62.2,57.0,6279,7.01,6.97,4.35,533715.0,212.53969499999997,4867.441860465116,1.606896551724138,Medium,1
1.35,Ideal,J,SI1,62.3,57.0,6281,7.02,7.08,4.39,533885.0,218.190024,4652.592592592592,1.6059225512528474,Medium,1
1.2,Premium,H,SI1,60.8,60.0,6282,6.9,6.85,4.18,533970.0,197.5677,5235.0,1.6447368421052633,Medium,1
1.0,Very Good,F,VS2,62.5,58.0,6283,6.32,6.36,3.96,534055.0,159.17299200000002,6283.0,1.601010101010101,Medium,1
1.32,Premium,I,SI1,62.2,58.0,6283,7.04,6.99,4.36,534055.0,214.55385600000002,4759.848484848485,1.6089449541284404,Medium,1
1.01,Good,G,VS1,63.8,56.0,6283,6.27,6.34,4.02,534055.0,159.80223599999997,6220.79207920792,1.568407960199005,Medium,1
1.1,Premium,G,VS2,60.5,60.0,6284,6.67,6.58,4.01,534140.0,175.99328599999998,5712.727272727272,1.6521197007481299,Medium,1
1.0,Very Good,E,VS2,64.0,59.0,6285,6.22,6.31,4.01,534225.0,157.385282,6285.0,1.5623441396508728,Medium,1
1.0,Fair,E,VS2,57.3,64.0,6285,6.59,6.46,3.79,534225.0,161.345606,6285.0,1.7216358839050132,Medium,1
1.18,Very Good,G,SI1,60.8,58.0,6286,6.81,6.85,4.15,534310.0,193.59127499999997,5327.118644067797,1.6457831325301204,Medium,1
1.04,Ideal,G,VS2,62.0,59.0,6286,6.43,6.5,4.01,534310.0,167.59795,6044.230769230769,1.612219451371571,Medium,1
1.04,Ideal,G,VS2,59.4,58.0,6286,6.63,6.67,3.95,534310.0,174.677295,6044.230769230769,1.6835443037974684,Medium,1
1.01,Very Good,F,VS2,58.8,59.0,6288,6.55,6.59,3.86,534480.0,166.61496999999997,6225.742574257426,1.7020725388601037,Medium,1
1.01,Very Good,F,VS2,60.8,58.0,6288,6.44,6.49,3.93,534480.0,164.25670800000003,6225.742574257426,1.6450381679389312,Medium,1
1.01,Very Good,F,VS2,59.4,61.0,6288,6.48,6.51,3.86,534480.0,162.833328,6225.742574257426,1.682642487046632,Medium,1
1.23,Ideal,E,SI2,61.2,55.0,6288,6.92,7.01,4.26,534480.0,206.649192,5112.195121951219,1.6349765258215962,Medium,1
1.32,Ideal,J,VS2,62.3,57.0,6288,6.96,7.0,4.35,534480.0,211.932,4763.636363636363,1.6045977011494255,Medium,1
1.09,Ideal,H,VS2,61.3,56.0,6288,6.57,6.63,4.05,534480.0,176.414355,5768.80733944954,1.6296296296296295,Medium,1
1.01,Good,F,VS2,61.7,58.0,6288,6.3,6.34,3.9,534480.0,155.7738,6225.742574257426,1.6205128205128205,Medium,1
1.01,Good,F,VS2,62.1,58.0,6288,6.28,6.35,3.92,534480.0,156.32176,6225.742574257426,1.610969387755102,Medium,1
1.22,Premium,G,SI1,62.3,58.0,6288,6.83,6.76,4.23,534480.0,195.30248400000002,5154.098360655737,1.606382978723404,Medium,1
0.9,Very Good,E,VVS2,62.2,60.0,6289,6.04,6.12,3.78,534565.0,139.726944,6987.777777777777,1.6084656084656086,Medium,1
1.01,Very Good,F,VS2,63.7,56.0,6289,6.29,6.34,4.02,534565.0,160.31197199999997,6226.732673267326,1.5708955223880599,Medium,1
2.49,Fair,J,I1,66.3,58.0,6289,8.26,8.18,5.45,534565.0,368.23906,2525.70281124498,1.5082568807339447,Heavy,1
1.23,Ideal,D,SI2,60.6,54.0,6289,6.97,7.02,4.24,534565.0,207.46065599999997,5113.008130081301,1.649764150943396,Medium,1
1.23,Ideal,D,SI2,62.4,56.0,6289,6.81,6.87,4.27,534565.0,199.77066899999997,5113.008130081301,1.601873536299766,Medium,1
1.3,Very Good,I,VS2,62.7,57.0,6290,6.88,6.9,4.32,534650.0,205.07904000000002,4838.461538461538,1.5949074074074074,Medium,1
1.04,Ideal,G,VS2,61.4,57.0,6290,6.53,6.5,4.0,534650.0,169.78,6048.076923076923,1.6287500000000001,Medium,1
1.04,Premium,G,VS2,62.5,58.0,6290,6.47,6.43,4.03,534650.0,167.656463,6048.076923076923,1.6004962779156324,Medium,1
0.29,Ideal,G,VVS2,61.4,57.0,607,4.27,4.3,2.63,51595.0,48.28942999999999,2093.1034482758623,1.6292775665399242,Light,0
0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64,51595.0,49.954344000000006,2093.1034482758623,1.6477272727272725,Light,0
0.29,Ideal,G,VVS2,61.9,56.0,607,4.24,4.25,2.62,51595.0,47.2124,2093.1034482758623,1.6202290076335877,Light,0
0.36,Ideal,I,VVS1,61.6,56.0,607,4.58,4.61,2.83,51595.0,59.75205400000001,1686.111111111111,1.6236749116607776,Light,0
0.29,Ideal,H,VVS1,62.1,55.0,607,4.28,4.3,2.66,51595.0,48.954640000000005,2093.1034482758623,1.612781954887218,Light,0
0.29,Ideal,G,VVS1,62.3,55.0,607,4.25,4.29,2.66,51595.0,48.498450000000005,2093.1034482758623,1.6052631578947365,Light,0
0.29,Ideal,G,VVS1,62.8,54.0,607,4.21,4.24,2.65,51595.0,47.30356,2093.1034482758623,1.5943396226415094,Light,0
0.35,Ideal,F,SI1,61.5,54.0,607,4.57,4.6,2.82,51595.0,59.282039999999995,1734.2857142857144,1.625886524822695,Light,0
0.29,Ideal,H,IF,62.2,55.0,607,4.25,4.28,2.65,51595.0,48.2035,2093.1034482758623,1.6094339622641511,Light,0
0.29,Ideal,H,IF,60.7,57.0,607,4.3,4.33,2.62,51595.0,48.781780000000005,2093.1034482758623,1.646946564885496,Light,0
0.29,Ideal,H,IF,62.1,55.0,607,4.26,4.29,2.65,51595.0,48.42980999999999,2093.1034482758623,1.6132075471698115,Light,0
0.34,Ideal,G,SI1,62.7,57.0,607,4.51,4.48,2.82,51595.0,56.977536,1785.2941176470588,1.593971631205674,Light,0
0.31,Good,F,VS1,63.9,55.0,607,4.27,4.3,2.74,51595.0,50.30914,1958.0645161290322,1.563868613138686,Light,0
0.24,Very Good,F,VVS2,61.8,56.0,608,4.01,4.04,2.48,51680.0,40.176992,2533.3333333333335,1.622983870967742,Light,0
0.24,Very Good,F,VVS2,61.7,56.0,608,3.98,4.0,2.45,51680.0,39.004000000000005,2533.3333333333335,1.6285714285714286,Light,0
0.24,Very Good,F,VVS2,60.6,59.0,608,4.04,4.06,2.45,51680.0,40.185880000000004,2533.3333333333335,1.6530612244897958,Light,0
0.24,Very Good,E,VVS2,62.2,56.0,608,3.96,3.98,2.47,51680.0,38.929176000000005,2533.3333333333335,1.6072874493927123,Light,0
0.24,Very Good,E,VVS2,62.4,54.0,608,3.96,3.99,2.48,51680.0,39.184992,2533.3333333333335,1.6028225806451613,Light,0
0.24,Very Good,F,VVS1,62.2,57.0,608,3.97,4.0,2.48,51680.0,39.382400000000004,2533.3333333333335,1.6068548387096775,Light,0
0.24,Very Good,F,VVS1,62.3,56.0,608,3.97,4.01,2.49,51680.0,39.640053,2533.3333333333335,1.6024096385542168,Light,0
0.24,Very Good,F,VVS1,60.4,56.0,608,4.05,4.07,2.45,51680.0,40.384575,2533.3333333333335,1.6571428571428573,Light,0
0.24,Very Good,F,VVS1,62.5,55.0,608,3.98,4.02,2.49,51680.0,39.839003999999996,2533.3333333333335,1.6064257028112447,Light,0
0.37,Very Good,H,VS2,63.5,59.0,608,4.51,4.55,2.88,51680.0,59.099039999999995,1643.2432432432433,1.5729166666666665,Light,0
0.37,Ideal,G,SI1,61.0,56.0,608,4.61,4.68,2.84,51680.0,61.272431999999995,1643.2432432432433,1.63556338028169,Light,0
0.36,Premium,G,SI2,59.3,59.0,608,4.66,4.62,2.75,51680.0,59.2053,1688.888888888889,1.6872727272727275,Light,0
0.36,Premium,G,SI2,62.4,58.0,608,4.58,4.56,2.85,51680.0,59.521679999999996,1688.888888888889,1.6035087719298247,Light,0
0.36,Premium,G,SI2,60.8,58.0,608,4.61,4.57,2.79,51680.0,58.77888300000001,1688.888888888889,1.6451612903225805,Light,0
0.36,Premium,G,SI2,61.9,56.0,608,4.59,4.55,2.83,51680.0,59.103135,1688.888888888889,1.6148409893992934,Light,0
0.3,Premium,H,VS2,61.1,59.0,608,4.37,4.3,2.65,51680.0,49.79615,2026.6666666666667,1.6358490566037736,Light,0
0.3,Ideal,I,VS1,61.6,56.0,608,4.36,4.31,2.67,51680.0,50.17357199999999,2026.6666666666667,1.6235955056179776,Light,0
1.04,Ideal,G,VS2,61.8,56.0,6290,6.5,6.47,4.01,534650.0,168.64055,6048.076923076923,1.6172069825436408,Medium,1
1.04,Ideal,G,VS2,61.9,57.0,6290,6.5,6.46,4.01,534650.0,168.3799,6048.076923076923,1.6159600997506236,Medium,1
1.0,Premium,G,VS1,62.4,62.0,6290,6.37,6.33,3.96,534650.0,159.675516,6290.0,1.6035353535353534,Medium,1
1.04,Ideal,G,VS2,62.6,55.0,6290,6.49,6.45,4.05,534650.0,169.535025,6048.076923076923,1.597530864197531,Medium,1
1.04,Premium,G,VS2,62.6,56.0,6290,6.44,6.41,4.02,534650.0,165.947208,6048.076923076923,1.598258706467662,Medium,1
1.0,Ideal,G,VS1,62.9,57.0,6290,6.36,6.32,3.99,534650.0,160.37884800000003,6290.0,1.588972431077694,Medium,1
1.0,Premium,G,VS1,62.3,58.0,6290,6.39,6.3,3.95,534650.0,159.01515,6290.0,1.6063291139240505,Medium,1
1.01,Very Good,G,VS2,63.5,57.0,6291,6.36,6.39,4.05,534735.0,164.59362,6228.712871287129,1.5740740740740742,Medium,1
1.23,Premium,H,VS2,61.4,59.0,6291,6.85,6.87,4.21,534735.0,198.120495,5114.634146341464,1.6294536817102137,Medium,1
1.51,Fair,H,SI2,65.4,60.0,6291,7.06,6.96,4.6,534735.0,226.03295999999997,4166.225165562914,1.5239130434782608,Heavy,1
0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9,534735.0,156.02105999999998,6622.105263157895,1.6217948717948716,Medium,1
1.51,Fair,H,SI2,64.5,59.0,6291,7.21,7.15,4.63,534735.0,238.683445,4166.225165562914,1.550755939524838,Heavy,1
1.11,Ideal,E,SI1,61.4,58.0,6291,6.66,6.62,4.08,534735.0,179.883936,5667.5675675675675,1.627450980392157,Medium,1
1.21,Ideal,I,VS1,60.5,58.0,6292,6.95,6.89,4.19,534820.0,200.64024500000002,5200.0,1.6515513126491645,Medium,1
1.03,Very Good,H,VS1,61.9,59.0,6294,6.44,6.49,4.0,534990.0,167.18240000000003,6110.679611650486,1.61625,Medium,1
1.32,Very Good,G,SI2,62.9,57.0,6294,6.94,6.98,4.38,534990.0,212.17245600000004,4768.181818181818,1.589041095890411,Medium,1
1.01,Ideal,G,VS2,62.0,54.9,6295,6.41,6.44,3.99,535075.0,164.708796,6232.6732673267325,1.6102756892230576,Medium,1
1.01,Ideal,G,VS2,59.6,59.0,6295,6.52,6.57,3.9,535075.0,167.06196,6232.6732673267325,1.6782051282051282,Medium,1
1.01,Ideal,G,VS2,62.0,57.0,6295,6.4,6.44,3.98,535075.0,164.03968000000003,6232.6732673267325,1.6130653266331658,Medium,1
1.01,Ideal,G,VS2,60.6,58.0,6295,6.44,6.5,3.92,535075.0,164.0912,6232.6732673267325,1.6505102040816328,Medium,1
1.0,Very Good,G,VS2,60.8,55.0,6296,6.46,6.49,3.94,535160.0,165.186076,6296.0,1.6434010152284264,Medium,1
1.06,Premium,G,VS2,60.4,58.0,6296,6.64,6.68,4.02,535160.0,178.30790399999998,5939.622641509433,1.6567164179104479,Medium,1
1.0,Very Good,H,VVS1,63.5,60.0,6296,6.36,6.3,4.02,535160.0,161.07335999999998,6296.0,1.574626865671642,Medium,1
1.0,Premium,F,VS2,62.9,59.0,6296,6.47,6.4,4.02,535160.0,166.46015999999997,6296.0,1.6007462686567167,Medium,1
1.0,Premium,F,VS2,62.2,57.0,6296,6.43,6.4,3.99,535160.0,164.19648,6296.0,1.607769423558897,Medium,1
1.0,Very Good,F,VS2,63.2,59.0,6296,6.35,6.3,4.0,535160.0,160.01999999999998,6296.0,1.5812499999999998,Medium,1
1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25,535415.0,198.83497500000001,5205.785123966943,1.6094117647058823,Medium,1
1.03,Ideal,D,SI1,62.2,56.0,6299,6.48,6.45,4.02,535415.0,168.01992,6115.533980582524,1.6082089552238807,Medium,1
1.54,Ideal,G,I1,61.6,55.0,6299,7.43,7.4,4.57,535415.0,251.26774,4090.2597402597403,1.6225382932166301,Heavy,1
1.25,Premium,G,SI2,60.4,59.0,6300,6.98,6.96,4.21,535500.0,204.525168,5040.0,1.6555819477434681,Medium,1
1.25,Premium,I,VS2,61.2,58.0,6300,6.94,6.89,4.23,535500.0,202.26421800000003,5040.0,1.6347517730496453,Medium,1
1.32,Very Good,I,SI2,61.2,58.0,6300,7.12,7.06,4.34,535500.0,218.15964799999998,4772.727272727272,1.6336405529953917,Medium,1
1.5,Very Good,E,SI2,63.5,60.0,6300,7.19,7.12,4.54,535500.0,232.41531200000003,4200.0,1.5759911894273129,Medium,1
1.29,Ideal,H,SI2,61.6,54.0,6300,7.0,7.02,4.32,535500.0,212.28480000000002,4883.720930232558,1.6226851851851851,Medium,1
1.15,Ideal,I,SI1,61.9,56.0,6300,6.68,6.72,4.15,535500.0,186.29183999999998,5478.260869565218,1.6144578313253009,Medium,1
1.15,Ideal,I,SI1,61.8,55.0,6300,6.73,6.76,4.17,535500.0,189.713316,5478.260869565218,1.617505995203837,Medium,1
1.5,Premium,D,I1,61.7,62.0,6300,7.28,7.24,4.48,535500.0,236.12825600000002,4200.0,1.6205357142857142,Medium,1
1.5,Good,E,SI2,61.5,65.0,6300,7.21,7.17,4.42,535500.0,228.49499400000002,4200.0,1.6266968325791855,Medium,1
1.25,Ideal,G,SI2,61.5,56.0,6300,7.0,6.92,4.28,535500.0,207.3232,5040.0,1.6261682242990654,Medium,1
1.02,Premium,G,VS2,62.5,58.0,6301,6.41,6.46,4.02,535585.0,166.462572,6177.450980392156,1.6007462686567167,Medium,1
1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01,535585.0,164.753256,6177.450980392156,1.598503740648379,Medium,1
1.16,Very Good,F,SI1,63.4,55.0,6301,6.73,6.65,4.24,535585.0,189.75908000000004,5431.896551724139,1.5778301886792454,Medium,1
1.21,Ideal,H,VS2,62.9,57.0,6302,6.8,6.75,4.26,535670.0,195.534,5208.264462809918,1.5903755868544602,Medium,1
1.3,Very Good,I,SI1,62.3,58.0,6302,6.93,6.96,4.33,535670.0,208.84802399999998,4847.692307692308,1.6039260969976905,Medium,1
0.9,Ideal,G,VVS2,61.6,56.0,6302,6.2,6.23,3.83,535670.0,147.93758000000003,7002.222222222222,1.6227154046997387,Medium,1
1.2,Ideal,I,VS2,61.1,58.0,6303,6.83,6.86,4.18,535755.0,195.848884,5252.5,1.6375598086124405,Medium,1
1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9,535755.0,158.24835,6303.0,1.633333333333333,Medium,1
1.34,Ideal,D,I1,61.7,55.0,6303,7.12,7.08,4.38,535755.0,220.794048,4703.731343283582,1.6210045662100456,Medium,1
1.18,Ideal,I,VS2,62.3,56.0,6304,6.76,6.73,4.21,535840.0,191.533108,5342.372881355933,1.6021377672209027,Medium,1
1.02,Ideal,F,VS2,61.5,57.0,6306,6.48,6.5,3.99,536010.0,168.05880000000002,6182.35294117647,1.6265664160401003,Medium,1
1.5,Good,J,SI2,63.6,58.0,6306,7.18,7.25,4.59,536010.0,238.93245,4204.0,1.5718954248366013,Medium,1
1.56,Premium,J,SI2,61.4,58.0,6306,7.38,7.43,4.55,536010.0,249.49196999999998,4042.3076923076924,1.6274725274725275,Heavy,1
1.3,Very Good,H,SI1,63.4,57.0,6307,6.93,6.88,4.38,536095.0,208.83139199999997,4851.538461538461,1.57648401826484,Medium,1
1.03,Premium,F,VS2,62.4,58.0,6307,6.47,6.42,4.02,536095.0,166.98034799999996,6123.300970873786,1.6032338308457714,Medium,1
1.28,Ideal,I,VS2,61.4,57.0,6308,7.04,6.97,4.3,536180.0,210.99584,4928.125,1.6290697674418606,Medium,1
1.12,Ideal,H,VS1,61.9,57.0,6309,6.66,6.69,4.13,536265.0,184.01380200000003,5633.035714285714,1.6162227602905572,Medium,1
1.01,Very Good,E,VS2,62.3,58.0,6310,6.39,6.45,4.0,536350.0,164.862,6247.524752475248,1.605,Medium,1
1.11,Very Good,G,VS2,62.3,58.0,6311,6.59,6.61,4.11,536435.0,179.031189,5685.585585585585,1.605839416058394,Medium,1
1.83,Premium,G,I1,62.0,58.0,6313,7.84,7.8,4.85,536605.0,296.5872,3449.726775956284,1.6123711340206188,Heavy,1
1.15,Ideal,G,SI1,62.0,55.0,6313,6.72,6.76,4.18,536605.0,189.885696,5489.565217391305,1.61244019138756,Medium,1
1.0,Very Good,E,VS2,63.8,59.0,6315,6.25,6.32,4.01,536775.0,158.39499999999998,6315.0,1.5673316708229428,Medium,1
2.01,Fair,G,I1,70.2,57.0,6315,7.53,7.5,5.27,536775.0,297.62325,3141.7910447761196,1.4259962049335866,Heavy,1
1.0,Good,E,VS2,64.1,54.0,6315,6.26,6.31,4.03,536775.0,159.187418,6315.0,1.5595533498759304,Medium,1
1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49,536860.0,232.43293200000002,4355.862068965517,1.6024498886414253,Medium,1
1.05,Ideal,E,SI1,60.7,55.0,6316,6.62,6.67,4.03,536860.0,177.94626200000002,6015.238095238095,1.6488833746898262,Medium,1
1.33,Premium,I,VS2,62.5,61.0,6316,7.02,6.99,4.38,536860.0,214.925724,4748.872180451128,1.5993150684931507,Medium,1
1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14,536945.0,187.51219199999997,5640.178571428571,1.6256038647342999,Medium,1
